Report Number,ACRS Report Type,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,time,day of the week,date
DD562000B7,2,-1,16,0,0,4,5,6,,CE8CB8BB-9D15-4EDB-9666-237726B55CF1,1,1,,12,11,1,12,13,8,0,30.0,0,2024.0,45,130,39.08286898,-77.1511339,07:35:00,Tuesday,2023-10-24
MCP2814003Z,2,-1,9,-1,0,4,5,6,,42CE113F-854C-4819-8671-5AB382137F89,2,1,,12,11,5,12,24,16,2,45.0,0,1997.0,27,102,39.15977142,-77.21821351,13:38:00,Thursday,2023-09-07
MCP3074005X,2,-1,9,0,-1,1,4,-1,,14C50C4D-FED5-4662-9FE4-95ACEE669961,2,1,,2,11,5,12,12,0,2,10.0,0,2020.0,43,1,39.0101515,-77.04161033,19:07:00,Tuesday,2023-10-10
MCP292300BD,2,-1,7,0,0,4,1,6,,B632B815-781F-4EE3-996D-9DCC5C5CB0FF,0,1,,7,11,5,3,13,19,2,35.0,0,2014.0,6,21,39.1842335,-77.26373167,15:06:00,Wednesday,2023-12-13
MCP2723007W,1,-1,16,-1,0,4,1,6,,A5CABD06-E1B3-4DF5-A90E-B39A790D63AA,0,1,,7,11,2,1,13,6,0,35.0,0,2008.0,131,228,39.07809167,-77.07184667,16:50:00,Thursday,2023-09-28
MCP3290002N,1,-1,14,0,0,1,5,6,,8F9D6FDB-90E5-474F-AD2F-6834B278D9E6,0,3,,12,11,2,1,13,0,2,35.0,0,2016.0,27,177,38.98657988,-77.02676019,05:00:00,Saturday,2023-11-18
MCP32770035,2,-1,16,0,0,4,5,6,,BCF92946-85CD-43B6-9259-0D5A6B833553,2,1,,12,11,1,11,13,5,2,35.0,0,2016.0,133,360,39.15236833,-77.21185917,17:32:00,Monday,2023-08-21
MCP32950031,2,-1,7,4,-1,1,1,7,,4C558DB4-5B95-405A-BFC7-D9F77DE00C15,2,1,,12,-1,6,2,13,1,4,25.0,0,2016.0,131,115,39.082419,-76.941733,23:24:00,Monday,2023-08-07
MCP2612005H,2,-1,14,-1,0,1,1,1,,DD4863A6-14BC-4A67-9388-38FCA35F90DF,2,1,,12,33,2,6,13,5,0,20.0,0,2003.0,131,83,39.06994436,-77.08771386,18:50:00,Thursday,2023-11-02
MCP3113005G,2,-1,4,1,0,3,5,-1,,173DDFB8-D188-4694-9B75-C7D9E42BFFC5,0,1,,7,11,2,10,13,8,0,30.0,0,2014.0,118,250,39.0560832,-76.95418576,07:00:00,Thursday,2023-10-19
MCP3228005J,2,-1,9,4,4,4,5,6,,EBE7AE80-3C11-4272-B92B-CFFFE07799E1,2,1,"RAIN, SNOW, WET",5,11,1,12,13,15,1,50.0,0,2005.0,133,117,39.05594483,-76.971559,11:30:00,Sunday,2023-12-10
DM85030010,2,-1,7,0,0,4,5,-1,,F1466BE1-F4CB-4642-9D92-D69F1EE0FCA5,2,1,,12,11,1,12,13,8,1,35.0,0,2013.0,45,96,38.9874774,-76.98782174,08:05:00,Tuesday,2023-10-10
MCP29460063,1,-1,14,4,4,4,5,6,,3C53885A-DDA5-415C-9B4A-12D1DD409793,0,1,"RAIN, SNOW, WET",7,11,2,13,13,16,2,45.0,0,2015.0,50,372,39.200253,-77.2584485,09:01:00,Friday,2023-11-10
MCP3264003X,2,-1,16,0,0,4,5,7,,243FB904-5341-4308-9815-EC280E283793,2,1,,12,-1,6,12,13,8,1,35.0,0,2018.0,52,317,38.99320167,-77.026845,13:35:00,Monday,2023-07-31
MCP3190005C,2,-1,13,-1,0,4,1,6,,9B25C39B-289F-4642-9711-7C7E412C4097,0,1,,7,11,5,12,13,8,1,40.0,0,2006.0,72,419,39.13695333,-77.069205,09:53:00,Thursday,2023-09-21
MCP2231007N,2,-1,16,0,0,4,4,6,,2019372C-5996-4732-88D2-9852A6C67C34,2,1,,5,11,1,10,13,5,0,40.0,0,2017.0,131,329,39.12477,-77.24711,08:51:00,Wednesday,2023-12-20
MCP27030032,2,-1,12,0,0,1,1,-1,,8942F5FB-4BD7-498A-84B4-54CDA6709D88,0,1,,7,11,5,9,13,8,1,30.0,0,2020.0,131,329,38.99696707,-77.02878453,21:00:00,Wednesday,2023-09-13
MCP209400MW,1,-1,9,-1,0,4,1,6,,709B730A-701F-4348-A595-93806E0514CA,0,1,,7,11,2,9,13,19,1,35.0,0,2010.0,62,288,38.99925333,-77.07656667,11:08:00,Tuesday,2023-11-07
MCP2844005J,1,-1,15,2,0,0,1,0,,64884B9C-4761-4262-9DB0-72FED3FFFE37,2,3,,9,11,1,12,13,10,4,25.0,0,2014.0,19,433,39.04511319,-77.08192951,01:13:00,Wednesday,2021-12-22
MCP31260053,1,-1,14,2,4,1,5,6,,9B13AB9F-25E0-429D-AA19-3F4746139403,2,1,"N/A, RAIN, SNOW",5,11,1,13,13,6,2,40.0,0,2016.0,50,422,39.19810674,-77.24485711,18:30:00,Tuesday,2023-12-26
MCP2302000G,2,-1,16,0,0,1,5,6,,F3EC20A2-D88B-499D-9FF8-43F7BC219EB3,2,1,,7,11,1,0,13,5,1,35.0,0,2015.0,27,202,39.17416033,-77.20836817,17:26:00,Sunday,2023-12-31
MCP31140034,2,-1,6,-1,0,1,1,-1,,592669A7-38CE-4822-A8EC-B96BE9D4CAE6,0,1,,7,11,5,10,13,8,2,25.0,0,2019.0,60,94,38.99905651,-76.99096382,00:14:00,Saturday,2023-11-11
MCP2832008M,2,-1,9,4,4,4,1,6,,BC2CBA51-FA28-4CBB-AC16-068B18F3EA28,2,1,"N/A, WET",12,33,2,12,13,16,4,25.0,0,2004.0,131,115,38.977375,-77.089515,08:58:00,Saturday,2023-09-23
MCP12330059,1,-1,16,0,0,4,5,6,,1C4DBB56-5395-4EDA-BCD5-D15A5FFD298A,2,1,,4,4,0,4,13,0,0,35.0,0,2023.0,24,93,39.007985,-77.094725,16:18:00,Thursday,2023-10-12
EJ7885003H,1,-1,14,0,0,1,5,6,,0505CA70-A8C2-4DF3-BB14-A4D0E8E8C03C,2,2,,5,11,1,3,13,5,2,40.0,0,2023.0,131,83,39.12617567,-77.18258417,19:40:00,Monday,2023-09-11
MCP3197003L,2,-1,16,0,-1,1,1,6,,3816FA3E-60DB-41AC-96F4-E8B7A0CE150A,2,1,,5,11,5,12,13,8,1,15.0,0,2015.0,96,58,39.09088701,-77.06671158,20:10:00,Friday,2023-10-13
MCP91180048,2,-1,9,0,0,7,5,-1,,6FF07B24-26C9-4D02-9ED4-3DFD1EE0564F,2,1,,12,-1,1,12,13,8,1,35.0,0,2021.0,45,57,39.0128439,-77.041631,04:06:00,Friday,2023-12-15
MCP2832008G,2,-1,3,0,0,4,1,6,,B25FCA87-6C23-4E9D-A402-8B4F094D1F0B,1,1,,12,19,1,12,13,5,0,15.0,0,2023.0,135,83,39.0350075,-77.06851817,13:05:00,Saturday,2023-07-29
MCP33480017,2,-1,9,0,0,4,1,6,,67F95181-5559-4453-BCE2-C91CB37F5FF1,0,1,,7,11,2,9,13,16,1,35.0,0,2015.0,133,360,39.11787333,-77.03638,07:47:00,Monday,2023-09-25
MCP3170003V,2,-1,6,1,-1,4,1,6,,D651C16B-F61D-49D4-9F27-A3513DD40A1C,2,1,,5,11,3,0,18,8,1,0.0,0,2015.0,30,73,39.16500483,-77.24931,14:55:00,Wednesday,2024-01-03
MCP3109008R,1,-1,1,0,0,4,5,6,,5069DADA-0A6C-48F7-A994-E756D8DAE1F0,2,1,,7,11,0,3,13,5,4,35.0,0,2013.0,118,250,39.01787867,-77.00721517,13:05:00,Wednesday,2023-11-08
MCP29320074,1,-1,4,0,0,1,5,6,,6A1A1A4B-B9DA-4703-AC7D-23FC1B2F7705,0,3,,7,11,1,12,13,5,2,40.0,0,2009.0,45,193,39.03391733,-77.0023845,21:51:00,Monday,2023-11-27
MCP2780007L,1,-1,16,0,0,4,5,6,,BF4505BC-1CB9-4C01-B22D-B8763C1EC194,2,1,,5,11,2,6,24,8,1,45.0,0,2013.0,108,85,39.198492,-77.2449585,15:15:00,Thursday,2023-12-14
MCP29870082,1,-1,16,0,0,4,4,6,,F54830CE-4DF7-4D03-9A3B-855618EE16C9,0,3,,7,11,0,10,13,8,4,35.0,0,2013.0,45,96,39.084635,-76.95154,17:14:00,Friday,2023-09-01
MCP32350027,2,-1,14,0,0,1,1,1,,26DC31D1-F996-4D9F-BC5B-587DD5CEDFB8,2,1,,5,11,5,12,13,8,1,25.0,0,2008.0,1,333,39.0885456,-76.9397154,01:15:00,Monday,2023-10-23
MCP3091004C,2,-1,16,0,0,4,4,-1,,13DC6267-43FA-4738-9F2F-9F75BC8730FA,0,1,,7,11,2,10,13,8,4,30.0,0,2015.0,45,96,39.12197267,-77.14536617,08:00:00,Friday,2023-11-24
MCP263900CT,1,-1,4,4,4,4,5,6,,02D6D18E-01EA-4A20-A8A7-6A5E831FC8D9,2,2,"RAIN, SNOW, WET",5,11,1,6,13,5,1,35.0,0,2016.0,131,83,39.287605,-77.20181333,07:39:00,Wednesday,2021-09-22
MCP3201004K,1,-1,16,0,0,4,5,6,,837BCAAC-C8BC-40AE-88E1-D321A96E4DC1,0,2,,7,11,1,0,13,8,0,40.0,0,2010.0,83,31,39.23360685,-77.28276774,07:40:00,Tuesday,2023-09-12
MCP3280003W,2,-1,9,0,0,4,1,6,,DBE6348D-16D8-476C-9F52-E48CBDEA1614,2,1,,12,11,5,12,13,16,2,40.0,0,2012.0,96,58,39.02250833,-77.04502667,18:27:00,Thursday,2023-08-24
MCP31930050,1,-1,9,0,0,4,1,1,,0208A099-9BC2-4271-A6FC-90E3F55A4986,2,1,,9,11,5,12,13,8,2,25.0,0,2008.0,74,262,39.06305167,-77.03545167,15:25:00,Sunday,2023-11-19
MCP2667004K,2,-1,9,0,-1,4,-1,7,,FFD0B445-416D-47BD-9CA5-6726D0C35F11,2,1,,12,-1,2,12,13,20,3,0.0,0,2007.0,12,391,39.17343427,-77.20423222,11:00:00,Tuesday,2018-02-06
MCP289200CZ,2,-1,14,0,0,4,-1,7,,592205DE-BCF0-4A60-81EF-DF0984BBB154,2,1,,12,-1,5,0,21,2,0,35.0,0,2013.0,98,457,39.02029603,-77.01266248,16:47:00,Monday,2022-10-17
MCP219800F1,1,-1,4,4,4,1,5,-1,,A45B1747-980B-479A-9D36-67D87946C46D,0,3,"N/A, WET",7,11,0,11,13,0,2,40.0,0,2007.0,131,228,39.11751333,-77.18332333,19:14:00,Sunday,2023-12-03
MCP31450041,2,-1,9,0,0,1,4,6,,13362570-97A3-4F1C-9282-5D5391159B6C,0,1,,7,11,2,12,13,8,4,35.0,0,2021.0,95,360,39.01007333,-77.00015,19:30:00,Monday,2023-09-18
MCP913000H8,2,-1,16,0,0,4,1,6,,A2AD9E59-7A89-4975-8044-7A7E6C4F7D09,0,1,,7,11,1,6,13,8,2,25.0,0,2015.0,45,57,38.99974903,-76.99223411,07:48:00,Monday,2023-11-20
MCP26870045,1,-1,16,4,4,4,1,6,,B8F1D001-7FC7-4B8B-BB08-5B7822E83643,2,1,"N/A, WET",5,11,1,0,13,0,0,25.0,0,2023.0,69,175,38.9882975,-77.100184,10:01:00,Saturday,2023-10-14
MCP263900G0,1,-1,4,0,0,4,1,6,,362908C4-A038-4E19-A2D1-D75B67879DB6,0,1,"BACKUP DUE TO REGULAR CONGESTION, N/A",7,11,2,1,13,19,0,15.0,0,2011.0,27,433,39.0851605,-77.0787055,12:51:00,Tuesday,2023-07-25
MCP2667008N,2,-1,4,0,0,4,5,6,,5D4A1123-D9FC-4674-B9EA-C5E0215FA646,0,1,,7,11,2,12,13,8,1,35.0,0,2011.0,83,444,39.18693701,-77.19865193,07:45:00,Friday,2023-09-22
DD562000B7,2,-1,16,0,0,4,5,6,,95B32B9A-46FB-4D82-903E-62E0224050F0,1,1,,12,11,1,12,13,5,4,30.0,0,2015.0,96,364,39.08286898,-77.1511339,07:35:00,Tuesday,2023-10-24
MCP243600H8,2,-1,7,0,0,4,1,6,,F957E0B6-6D1D-4775-A36E-0166908CEFFA,0,1,,7,11,5,13,13,8,1,30.0,0,2013.0,62,288,39.0064683,-76.9844043,09:15:00,Monday,2023-08-28
MCP24560089,2,-1,9,0,0,4,5,6,,7619F479-3E2A-4A0A-AAAF-4C7A96041DB5,0,1,,7,6,5,8,0,8,1,35.0,0,2012.0,131,329,39.011152,-76.97880383,14:45:00,Saturday,2023-12-30
MCP2974004T,1,-1,9,0,0,4,5,6,,1F6C5BDB-C05B-46EA-9CB4-B08308A1A119,0,2,,7,11,1,9,13,19,1,55.0,0,2020.0,50,162,39.07188,-76.95650483,11:40:00,Saturday,2023-09-02
MCP219800DG,2,-1,4,0,-1,4,1,-1,,DFAC56EC-CA53-4A40-8960-73534876709A,0,1,,7,11,1,12,13,8,1,25.0,0,2016.0,24,241,39.142115,-77.22220833,17:36:00,Saturday,2023-07-22
MCP2437005C,2,-1,9,1,0,2,5,6,,C349563C-2A7C-487E-B20D-F528919E99CC,2,1,,7,11,2,9,24,7,0,40.0,0,2023.0,27,413,39.116037,-77.24683983,20:07:00,Saturday,2023-10-28
MCP3285002B,2,-1,7,4,-1,1,1,-1,,76F0973F-2F8A-4DD6-BE85-65C459F44C6D,2,1,"SLEET, HAIL, FREEZ. RAIN, WET",12,11,5,9,13,1,0,5.0,0,2019.0,131,83,39.17314833,-77.263185,23:06:00,Saturday,2023-09-23
MCP003600HH,1,-1,16,4,4,5,5,6,,57B579E2-AB13-4882-9AD4-5FD10E37AEBA,0,4,"N/A, WET",7,11,0,4,13,17,0,40.0,0,2012.0,131,83,39.104844,-77.19048617,16:23:00,Tuesday,2023-11-21
MCP2564003M,2,-1,14,0,0,4,1,7,,9C56B7FB-B5AC-4DDF-AEE5-49F47ABF9C28,2,1,,12,-1,6,10,14,2,1,40.0,0,2023.0,27,428,39.14407233,-77.15049633,17:20:00,Wednesday,2023-09-13
MCP2974004T,1,-1,9,0,0,4,5,6,,0FBEDCCF-64CD-4427-853A-9BA074DDD80C,2,3,,4,11,1,12,13,8,1,55.0,0,2007.0,22,407,39.07188,-76.95650483,11:40:00,Saturday,2023-09-02
MCP304800BL,2,1,14,1,0,4,1,-1,,41BF785C-FB9A-4E9A-A2BD-E52D0926C6E0,1,1,,12,11,1,6,13,2,2,30.0,0,2018.0,123,28,38.97973783,-77.077215,12:00:00,Friday,2023-09-29
MCP22980049,1,-1,9,-1,0,1,1,6,,B1703635-B82D-4301-8314-2B1BB7D518F1,0,3,,7,11,2,9,0,16,1,55.0,0,2011.0,44,304,39.18432714,-77.25447536,17:58:00,Monday,2015-02-09
MCP2703003J,2,-1,14,0,0,1,1,-1,,68816B25-4C42-4136-9E06-3458DA04C055,0,1,,7,11,6,1,13,8,4,35.0,0,2014.0,14,31,38.99974785,-76.99534367,19:54:00,Thursday,2023-12-07
MCP33560012,2,-1,9,0,0,1,4,6,,11016CE5-770E-4E15-9960-32107C6E5482,0,1,,7,11,5,9,13,8,4,25.0,0,2017.0,15,394,39.260493,-77.22312083,19:26:00,Thursday,2023-12-07
MCP28880027,2,-1,14,0,0,1,1,-1,,E2483189-C93C-409A-84CE-6B9BAF370711,0,1,,7,11,5,10,13,8,4,40.0,0,2015.0,118,197,39.07317207,-77.11136222,21:05:00,Friday,2023-12-08
DD56430038,2,-1,16,-1,0,-1,0,6,,CB7E5C8A-9D2D-43A0-90B9-B25660F36047,2,1,,7,11,2,12,13,5,1,35.0,0,2015.0,47,31,39.06681659,-77.16172714,00:15:00,Sunday,2023-11-26
DM8522000Q,2,-1,7,0,-1,4,1,7,,3E131E9B-7DC9-42B6-AC0E-8482D0A4E83A,2,1,,12,-1,6,15,0,0,2,5.0,0,2007.0,6,450,38.97555833,-76.99300783,16:42:00,Wednesday,2023-08-02
MCP3009006T,1,-1,16,0,-1,4,-1,-1,,90ECD24A-20B4-4695-A9E7-603B9F32D84C,2,1,,12,11,2,12,13,0,0,20.0,0,2021.0,141,240,39.19969077,-77.24987833,11:10:00,Monday,2023-10-16
MCP30080044,2,-1,-1,0,0,1,1,6,,0D53EA50-9544-47EC-8F2B-57FC52EB0903,2,1,,7,11,5,1,13,8,2,25.0,0,2018.0,30,402,38.99412,-77.00123833,00:30:00,Thursday,2023-12-07
MCP23390064,2,-1,7,0,-1,4,1,-1,,C8505024-C245-495F-B8FE-C1D7784B83E9,2,1,,12,11,5,2,13,1,3,15.0,0,2014.0,86,114,39.05192487,-77.11647401,18:38:00,Saturday,2021-06-12
MCP2967004X,2,-1,9,0,0,4,-1,6,,88077C51-6811-4951-87A6-9487228E1ADC,2,1,,12,11,3,12,0,18,4,25.0,0,2015.0,60,94,39.08098767,-77.14661267,12:25:00,Monday,2021-06-21
MCP94420037,1,-1,9,4,4,4,4,6,,B348512C-577C-4CD4-AA7E-9EAC5A1E32D2,0,2,"RAIN, SNOW, WET",7,11,2,9,13,16,1,35.0,0,2023.0,45,231,39.16178483,-77.21429583,13:15:00,Sunday,2023-09-24
MCP32300051,2,-1,16,4,4,1,5,6,,F646BCD3-5F29-4D95-A502-A5D36102CFF0,2,1,"N/A, TRAFFIC CONTROL DEVICE INOPERATIVE, WET",7,11,1,12,13,8,2,35.0,0,2007.0,45,57,39.06313831,-77.07347682,18:00:00,Sunday,2023-12-10
MCP3244002K,2,-1,9,0,0,4,5,6,,BB7AB16D-6017-4683-91E7-F6BFA98CF625,0,1,,7,6,2,9,13,19,2,35.0,0,2021.0,96,26,38.98493552,-77.02668318,07:14:00,Friday,2023-07-21
MCP3130006N,2,-1,7,0,-1,4,1,-1,,F1A05ACD-1E87-47EA-BB7F-AF0776705953,2,1,,12,-1,6,8,13,12,2,5.0,0,2017.0,1,404,39.05794167,-77.048435,12:20:00,Sunday,2023-09-10
MCP3360000N,1,-1,9,0,0,4,5,6,,6D6368C3-994B-4CAD-A480-53237334A812,0,1,,12,11,5,9,13,19,4,35.0,0,2017.0,27,360,39.15826333,-77.22148167,14:19:00,Saturday,2023-08-19
MCP3170003H,2,-1,7,0,-1,1,1,6,,3E882223-D438-44FD-98E8-0849B01049B1,0,1,,7,11,2,1,13,11,-1,0.0,1,2014.0,95,379,39.18025167,-77.27058767,21:09:00,Wednesday,2023-09-20
DM85150008,2,-1,15,4,4,1,1,-1,,2744484C-1583-4D49-A47E-32C2516A6191,2,1,"N/A, WET",12,33,5,13,9,8,2,25.0,0,2015.0,45,89,38.97531,-77.00971667,00:54:00,Monday,2023-11-27
EJ7852008D,2,-1,7,-1,-1,1,-1,6,,25FB29C0-EA20-46DE-836C-A9C59A23F70F,2,1,,12,11,2,12,13,-1,1,5.0,0,2023.0,122,360,39.13493794,-77.1950171,19:42:00,Monday,2023-09-11
MCP3294001P,1,-1,16,0,0,4,4,6,,A8FB5750-B923-431C-8B17-F1BF4C9F2239,0,3,,7,11,2,12,13,8,4,35.0,0,2018.0,131,83,39.17591167,-77.20953667,15:15:00,Wednesday,2023-08-30
MCP2799007H,2,-1,9,0,0,4,1,6,,C15BA141-4DBA-4763-851A-3D38F4FEAF0F,0,1,,7,11,1,2,13,19,1,35.0,0,2018.0,133,115,38.9956888,-77.0387233,16:11:00,Monday,2023-10-23
MCP32550050,2,-1,14,0,3,1,5,-1,,8F75E81C-D010-4FB6-BD33-9A82EC025FB2,2,1,,12,-1,6,15,13,6,0,35.0,0,2009.0,13,27,39.14057823,-77.21079076,19:00:00,Sunday,2023-12-17
MCP3150000D,2,-1,7,4,4,4,1,7,,E1DC91CA-6205-4CAE-B939-DFD10956F7BF,2,1,"N/A, WET",12,-1,5,6,13,8,0,25.0,0,2005.0,22,11,38.99378167,-77.02375833,18:45:00,Wednesday,2018-05-16
MCP2440001G,1,-1,9,0,0,4,-1,6,,8FB0CED5-CC8B-4236-B991-1091FA7EFFDC,0,2,,7,11,1,9,4,19,0,35.0,0,2015.0,96,91,39.11936433,-77.1076515,09:40:00,Friday,2023-09-08
MCP3341002C,1,-1,1,0,0,4,5,-1,,F9E6B050-C41C-432D-85E5-07B211477027,2,1,,4,11,1,12,13,5,1,35.0,0,2017.0,69,283,39.09071833,-77.04512383,13:30:00,Friday,2023-09-01
MCP2348006H,1,-1,16,0,0,4,1,6,,FDA16385-63E6-4758-9EAA-619D1E40F0A3,2,4,,12,11,0,12,13,8,4,30.0,0,2008.0,6,15,39.18801841,-77.1644895,07:38:00,Friday,2023-05-19
MCP285900DS,2,-1,16,0,0,4,5,6,,8BB62EE3-A335-4BD1-8D4F-2DD109621B20,2,1,,12,11,1,3,13,8,1,40.0,0,2015.0,47,372,39.16383033,-77.22666117,09:20:00,Saturday,2023-09-02
MCP3275001P,2,-1,16,-1,0,4,5,6,,BABB4B10-5182-40DF-A76F-A0180715718B,1,1,,12,11,0,11,13,8,4,40.0,0,2012.0,14,360,39.06434846,-76.96904184,15:43:00,Thursday,2023-07-13
MCP3312003X,2,-1,9,-1,0,3,-1,6,,65035136-194C-4284-83EF-F654EBBCA417,0,1,,7,11,2,9,13,19,0,35.0,0,2022.0,131,329,39.07629333,-76.957895,06:40:00,Tuesday,2023-08-15
MCP22700027,2,-1,9,0,-1,4,1,6,,554E9083-989E-4F3E-AF35-4E446339A31C,0,1,,7,11,2,8,13,16,2,10.0,0,2019.0,118,290,39.03196667,-77.10514167,12:45:00,Friday,2023-09-29
MCP33220028,2,-1,13,0,0,1,1,-1,,01B77AF1-A243-482F-AA7D-BFBA65782F3A,2,1,,12,-1,2,12,13,5,4,35.0,0,2009.0,27,160,39.3611866,-77.25143522,20:27:00,Friday,2023-12-29
EJ7893002X,1,-1,16,0,0,1,5,6,,F6290910-A8F6-4920-8F45-731C065CB37A,0,3,,7,11,1,12,13,8,4,25.0,0,2018.0,74,9,39.14346658,-77.22397843,21:46:00,Thursday,2023-09-07
MCP2832008M,2,-1,9,4,4,4,1,6,,B8459EBB-4AC6-4F9A-9DB5-38573A8FE5AA,0,1,"N/A, WET",7,11,2,9,0,19,4,25.0,0,2023.0,144,454,38.977375,-77.089515,08:58:00,Saturday,2023-09-23
MCP32090046,1,-1,4,0,0,1,5,6,,FAAF1683-B6C1-4320-BB33-2A09F8B7F782,2,2,,5,6,0,12,13,8,1,55.0,0,2017.0,131,83,39.0464,-76.986862,00:26:00,Thursday,2023-07-13
MCP27030032,2,-1,12,0,0,1,1,-1,,6A8B1F99-D47A-4D8A-8AF2-4E0D3363F69E,0,1,,7,11,5,6,13,8,1,30.0,0,2016.0,1,402,38.99696707,-77.02878453,21:00:00,Wednesday,2023-09-13
MCP13780159,1,-1,15,0,0,4,1,6,,FA33A064-2FB9-4639-B41F-A597D67B898A,2,2,,0,11,1,6,13,8,1,35.0,0,2010.0,51,360,39.08821496,-77.25018627,17:33:00,Wednesday,2023-08-09
DM8514000T,1,-1,9,-1,0,1,1,-1,,5988CB2D-0568-4CFC-B9A8-BE10A89A589F,2,2,,6,-1,6,12,13,8,1,35.0,0,2012.0,27,177,38.9852838,-76.9879834,20:05:00,Wednesday,2023-09-13
MCP1213008T,2,-1,9,0,0,1,1,6,,548B5E84-D208-4AD9-8107-78BC623BA45F,0,1,,7,11,2,9,0,16,2,40.0,0,2022.0,44,130,39.07920333,-77.00150167,17:45:00,Thursday,2023-11-30
MCP1564007S,2,-1,4,1,4,4,1,6,,083FF99F-B05E-40BD-8E1E-329464109971,0,1,,7,11,1,12,13,8,2,30.0,0,2002.0,45,96,39.14854117,-77.066948,08:45:00,Monday,2023-12-18
MCP913000H2,1,-1,6,1,0,4,1,1,,09BA12F4-0DEF-4AFC-9589-CF29AE79FD12,2,2,,12,11,0,12,13,8,1,30.0,0,2012.0,45,57,39.01065395,-76.98007029,12:20:00,Saturday,2023-11-04
MCP27720027,1,-1,14,0,0,1,5,6,,FED1D1DD-2829-47FC-9BCA-5B03065601D6,0,1,,7,11,1,6,13,8,1,35.0,0,2017.0,133,329,39.02992217,-77.07579517,23:05:00,Tuesday,2023-11-28
MCP3325002D,1,-1,9,0,0,1,-1,6,,7525CD84-883E-4419-A15E-70FA0B7E773E,1,1,,5,11,1,2,13,8,2,50.0,0,2022.0,27,180,39.08581517,-76.94624127,20:04:00,Friday,2023-10-27
MCP2347004J,2,-1,12,0,0,4,1,6,,8C7610DC-25FD-4225-9660-B5DDEC7913FB,0,1,,7,11,1,8,13,11,-1,35.0,1,2021.0,63,324,39.085216,-76.952927,13:15:00,Friday,2023-12-08
MCP3109002F,2,-1,16,0,0,4,5,6,,9DD6B356-F2C8-46E1-AECF-32DD8C60354C,0,1,,7,11,1,8,13,0,0,35.0,0,2015.0,45,96,39.01935217,-77.01414517,06:25:00,Sunday,2019-05-26
MCP2536004X,1,1,7,0,0,1,1,1,NONE DETECTED,79A4959A-6666-4F6C-A1F0-46D8251F630E,2,1,,7,11,0,13,10,8,1,35.0,0,2017.0,6,9,39.05920152,-77.05011059,04:55:00,Saturday,2023-12-30
MCP289100CJ,2,-1,16,0,0,4,5,6,,708A6D71-C17E-4E6B-AFB2-4E54EE43393E,0,1,,7,11,1,12,13,0,4,25.0,0,2018.0,45,231,39.00867667,-77.01797333,13:38:00,Wednesday,2023-07-26
MCP3193004Z,2,-1,14,4,4,1,5,6,,EDF3D0C2-CFD6-4D10-A0EB-1D4BB4981936,0,1,"SLEET, HAIL, FREEZ. RAIN, WET",7,11,6,15,13,8,2,30.0,0,2004.0,133,360,39.03126833,-77.04819,22:45:00,Friday,2023-11-17
MCP2356003F,2,-1,3,0,0,2,1,1,,EFB55BE2-2A40-423B-A6AE-C5D3C81AE079,1,1,,12,11,1,1,13,8,1,30.0,0,2009.0,96,58,39.070195,-77.26215685,18:19:00,Thursday,2023-11-16
MCP30220050,2,-1,15,0,0,1,-1,7,,6FFD3E33-20D8-4929-BBFD-1EC6E328B070,2,1,,12,-1,5,12,13,0,2,35.0,0,2001.0,45,96,39.23962597,-77.1861164,21:54:00,Thursday,2023-06-15
MCP209400M8,2,-1,7,0,-1,4,-1,6,,A416FD8F-E4B0-4B23-B154-95D540C4BF29,2,1,,9,11,2,6,0,12,3,0.0,0,2017.0,19,416,39.02755333,-77.13826667,11:15:00,Wednesday,2023-07-26
MCP28980042,2,0,16,0,-1,4,1,-1,,14B2445D-31FF-40B9-9CAE-DA4C965200D1,2,1,,5,11,5,12,13,16,2,10.0,0,2022.0,62,360,39.18009667,-77.23659333,16:07:00,Saturday,2023-08-19
MCP2055003G,2,-1,9,0,0,4,5,6,,762AE2BD-BE65-4B28-A756-CF60B118F74B,2,1,,12,11,3,12,13,16,0,45.0,0,2002.0,22,433,39.1407575,-77.22147133,09:40:00,Friday,2022-12-16
MCP2671003L,2,-1,9,0,0,4,5,6,,67515E9A-4E1E-4723-8A1F-AB8BF95E17C7,0,1,,7,11,2,9,13,16,2,15.0,0,2021.0,131,83,39.00351614,-77.0057903,17:46:00,Saturday,2023-09-23
MCP3094003C,2,-1,16,-1,-1,4,1,6,,19C8DD6D-AE54-4555-AB43-AE3F237BB445,2,1,,5,33,5,8,13,1,4,25.0,0,2009.0,45,130,39.16962833,-77.15615167,16:48:00,Wednesday,2023-11-01
MCP12130083,1,-1,16,0,0,1,5,6,,EB0273A3-0219-4D09-BA2A-0EB3F5964999,0,1,,7,11,1,12,13,8,4,40.0,0,2020.0,44,57,39.07161333,-77.01143,21:44:00,Thursday,2023-08-31
