Report Number,ACRS Report Type,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,time,day of the week,date
MCP2679003M,2,-1,15,0,0,4,1,6,,61B87C26-D115-4D3A-B814-B86488DA3BAF,2,1,,7,11,1,12,13,8,1,25.0,0,2017.0,9,249,39.10763333,-77.07293667,15:30:00,Friday,2023-09-15
MCP22910075,2,-1,14,0,0,4,1,6,,8B45CA5A-68C5-43E4-8E37-3705DE01DEB1,0,1,,7,25,2,4,0,8,4,45.0,0,2014.0,60,94,39.02324483,-77.161178,15:40:00,Thursday,2023-10-12
DD56630003,2,-1,9,0,0,4,-1,6,,A1EEE227-9831-4205-AA91-4E5281F09202,0,1,,7,8,2,9,13,19,2,35.0,0,2016.0,117,125,39.09480027,-77.18032516,08:40:00,Tuesday,2023-09-19
MCP235300C9,2,-1,16,0,0,4,4,6,,CC63BE77-6FA5-4E11-93E0-168F08FC2EDD,0,1,,7,11,5,12,21,8,4,30.0,0,2013.0,39,74,38.98715683,-77.10686,10:18:00,Wednesday,2023-09-20
MCP31630068,2,-1,14,-1,-1,1,-1,-1,,3C41B705-6D0B-4CBC-9326-1AA934C47819,0,1,,7,11,5,13,0,8,1,35.0,0,2012.0,64,430,39.018593,-77.1015125,19:45:00,Monday,2023-11-13
MCP32070039,2,-1,14,0,-1,4,1,7,,C578D75E-F9A2-4BCC-B611-546519048FDD,2,1,,7,-1,5,10,13,2,2,45.0,0,2014.0,50,56,39.06684833,-76.9602425,15:54:00,Friday,2023-07-28
MCP289200FJ,2,-1,14,0,0,4,1,6,,16F3374F-AFEA-451E-818C-E6EB6D1F4BD9,2,1,,9,11,5,3,13,2,1,30.0,0,2017.0,87,402,39.01251396,-77.04145398,16:52:00,Wednesday,2023-11-08
MCP30310050,2,-1,15,0,0,1,-1,6,,F60D9580-6EC9-4042-A8F3-4C355F5E0A6F,0,1,,7,11,1,12,13,8,0,35.0,0,2012.0,133,31,39.11833143,-77.02755887,18:20:00,Sunday,2023-11-05
MCP3237001J,2,-1,12,0,0,1,5,6,,2F6D2E34-23EC-4A93-8D9D-3230B48A30EA,2,1,,5,11,5,8,0,2,0,35.0,0,2023.0,45,296,39.14868183,-77.2393732,21:35:00,Saturday,2023-11-25
MCP30510070,2,-1,14,0,0,4,1,7,,023C4189-4D50-40C9-AAC7-2E519413910D,2,1,,12,-1,6,12,0,8,4,25.0,0,2019.0,13,461,38.98782716,-77.12001255,15:15:00,Tuesday,2023-09-19
MCP3010008K,1,0,16,0,-1,4,1,-1,,D644FE8A-2948-4BD2-9CD3-BA75FEACAF88,0,1,,7,6,3,12,24,8,1,20.0,0,2019.0,116,123,39.04679333,-77.099845,12:07:00,Sunday,2023-08-13
MCP2782004Y,2,-1,14,0,0,1,1,1,,68AD0900-99D1-4AC9-ADDC-77BE2CDC2A38,2,1,,12,11,1,13,13,4,1,30.0,0,2013.0,45,57,39.07066351,-77.10297522,02:34:00,Sunday,2023-11-26
MCP3308002C,1,-1,12,4,4,1,1,6,,BE3149B9-81EA-483A-9583-B9DA207ECC61,0,3,"RAIN, SNOW, WET",7,11,2,12,13,8,2,35.0,0,2002.0,45,96,39.04683743,-77.06741103,17:48:00,Tuesday,2023-12-26
MCP235800BR,2,-1,9,0,4,4,5,6,,1B6829C3-52BE-451F-AE25-C1368A9AFC7B,2,1,"N/A, WET",7,11,5,12,13,16,4,35.0,0,2011.0,86,114,38.98623283,-77.14351467,13:30:00,Sunday,2023-09-24
MCP2641003L,1,-1,16,0,0,4,5,6,,8266F1E0-F6C6-4735-BBAE-4125B71C2E7C,0,1,,7,11,0,6,13,8,1,40.0,0,2015.0,83,78,39.12535667,-77.0274,13:35:00,Thursday,2023-11-16
MCP9386007L,2,-1,16,4,4,4,5,6,,B03ED7E3-3482-4E89-AA33-A8F3433EABA9,0,1,"N/A, WET",7,11,2,12,0,0,4,30.0,0,2016.0,74,138,38.99042,-77.10364667,13:15:00,Monday,2020-08-31
HA2497000B,2,-1,7,0,0,4,1,6,,72FF8286-1412-48FF-83D5-18E190EAF4D3,1,1,,7,11,3,13,18,8,0,15.0,0,2014.0,125,73,39.06000317,-77.06888985,07:40:00,Thursday,2023-09-07
MCP2564003L,2,-1,4,0,0,4,5,7,,56E89C4C-5488-4E1C-AC22-3BA79209A793,2,1,,12,-1,5,1,13,5,0,35.0,0,2013.0,131,359,39.1694854,-77.19058719,17:15:00,Friday,2023-09-01
MCP32510016,2,-1,14,4,4,2,4,6,,85B410B7-5E01-4658-B8AD-8CEE65CE6F48,0,1,"N/A, WET",7,11,5,6,13,6,1,40.0,0,2018.0,45,130,39.14803833,-77.29002167,00:23:00,Saturday,2023-09-23
MCP3170003P,2,-1,16,0,-1,1,4,6,,4574811B-DC2E-4000-83DF-D9FEF73672AF,0,1,,7,11,1,1,13,8,0,0.0,0,2009.0,6,105,39.1800035,-77.2662765,19:44:00,Monday,2023-11-20
MCP120500B8,2,-1,9,0,1,4,5,6,,14241020-7106-4368-A8E6-A02A1AB9ED1F,0,1,"ICY OR SNOW-COVERED, N/A",7,11,2,9,13,16,4,30.0,0,2021.0,131,228,38.99283667,-77.06042,08:13:00,Thursday,2023-12-14
MCP25450014,2,-1,4,-1,0,4,5,-1,,8854B6E9-FA7B-42EB-AE85-436967281D3F,0,1,,7,33,2,12,13,8,1,25.0,0,2018.0,60,94,39.03879967,-77.0508145,10:25:00,Tuesday,2023-09-12
DM8503000H,2,-1,15,1,0,4,-1,7,,FC2B70FC-608B-4F73-87DC-CD2B8173486F,2,1,,12,6,2,8,24,10,4,20.0,0,2006.0,27,160,38.97398,-77.00462833,09:30:00,Wednesday,2022-05-25
MCP3328002M,2,-1,16,0,0,4,1,6,,84373FC9-DBD0-44B4-852E-94F52826EE51,0,1,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",7,11,1,11,13,8,2,35.0,0,2015.0,96,339,39.03893833,-77.02770333,15:03:00,Friday,2023-10-13
MCP28530096,2,-1,7,0,-1,4,1,-1,,20156C74-97AD-4C80-8B6F-98E83B4ACF51,2,1,,7,11,2,12,13,12,3,5.0,0,2014.0,50,372,39.00783667,-76.98196167,17:28:00,Thursday,2023-09-14
MCP235300CH,2,-1,14,1,0,4,-1,-1,,575FF193-89AB-4A16-A0C2-766834805BDD,2,1,,12,-1,5,13,23,8,2,30.0,0,2000.0,27,184,38.9675935,-77.08887983,12:57:00,Friday,2023-10-27
MCP29660070,1,-1,3,-1,-1,-1,1,6,,BDD488EB-D4FC-4756-A300-9F0EEAEEC7E6,0,2,,7,11,1,12,13,8,1,35.0,0,2010.0,0,388,39.32050167,-77.20024167,15:50:00,Friday,2023-12-15
MCP3164006S,2,-1,14,0,0,4,1,6,,217F6C2A-86D8-4F6C-9F7C-5C6D2FCC0737,0,1,,7,11,1,12,13,8,1,35.0,0,2016.0,131,83,39.07820267,-77.08075033,13:50:00,Saturday,2023-10-07
MCP3008003W,1,-1,16,0,0,1,0,6,,89031F90-DD3E-430F-9E57-0FE10D29FB8E,1,2,,5,11,1,11,0,8,2,25.0,0,2016.0,6,448,39.11136167,-76.93192333,01:00:00,Sunday,2023-09-17
MCP2752005P,2,-1,13,1,0,4,1,6,,010BAA4F-30E7-4DAA-887A-433E09E52585,0,1,,7,11,1,13,13,8,1,35.0,0,2022.0,50,162,39.017675,-77.07782167,16:00:00,Tuesday,2023-08-15
MCP2666000T,2,-1,-1,0,-1,2,1,1,,70C68AAB-D822-4FBA-8414-CAC42DA78A6F,2,1,,7,11,1,1,13,10,4,25.0,0,2000.0,88,269,39.10478833,-76.93505167,01:32:00,Sunday,2015-07-26
MCP209400ML,2,-1,9,0,-1,4,1,7,,712E2D58-F798-4F3B-80D7-13F700758062,0,1,,7,11,5,9,13,19,3,0.0,0,2018.0,131,82,39.18528582,-77.18871079,15:30:00,Thursday,2023-08-24
MCP32960021,2,-1,2,3,4,4,4,1,,977A41B4-DCAB-4495-BB1F-201BC1B84B74,2,1,"N/A, WET",12,11,3,6,4,6,0,25.0,0,2001.0,27,155,39.0411725,-76.99006217,18:13:00,Monday,2023-08-14
MCP9301004M,2,-1,2,-1,-1,4,5,-1,,B4EC2C1E-F89B-494D-9428-A18FAD79C3C6,2,1,,7,11,2,3,14,8,0,35.0,0,2000.0,99,384,39.1165211,-77.20780867,14:00:00,Friday,2023-09-01
EJ7898000L,2,-1,16,0,-1,1,5,6,,A3A8EC89-32EC-4BBF-8A3E-D6E1E755ED3D,2,1,,5,11,5,12,13,5,2,35.0,0,2023.0,60,217,39.15437715,-77.20926953,21:38:00,Thursday,2023-07-20
EJ786600CK,2,-1,7,1,-1,4,1,-1,,47C795FE-448C-45FB-82C7-36FCBC76016E,2,1,,12,11,5,6,13,12,4,5.0,0,2016.0,62,288,39.11675247,-77.18587886,17:30:00,Wednesday,2023-09-13
MCP261700BK,2,-1,15,0,0,2,1,6,,1FDCF638-AD10-4435-AFFC-33ED850A341A,2,1,,12,11,1,6,13,8,1,35.0,0,2022.0,27,72,39.209705,-77.06235833,18:00:00,Monday,2023-11-13
DD56120041,1,-1,16,1,0,4,5,6,,B1CA66B4-C1DB-41AD-96B1-80F260E96EDE,0,1,,7,11,5,12,13,19,0,0.0,0,2011.0,133,388,39.06428,-77.12614,13:45:00,Monday,2023-08-14
MCP2617009Z,1,-1,16,0,0,4,1,6,,132E9FD9-CF7F-4407-8F1D-A0D063A040A9,0,1,,7,11,2,12,13,8,1,30.0,0,2016.0,60,251,39.08023148,-77.08005058,14:00:00,Wednesday,2021-12-22
MCP2526002K,2,-1,16,0,0,1,0,-1,,0B34C307-0474-442A-835B-FF9F39FC29A8,0,1,,7,11,1,3,13,8,0,30.0,0,2019.0,131,83,39.117395,-77.18318833,02:00:00,Sunday,2023-07-30
MCP2855004R,1,-1,9,0,0,1,5,6,,7F329F8C-5756-468A-AF8B-649B053A38F8,0,1,,7,4,2,2,13,19,1,35.0,0,2023.0,47,354,39.03876167,-76.99805167,22:00:00,Wednesday,2023-10-04
MCP30900073,2,-1,3,0,0,1,-1,-1,,A8F69B9C-0262-4296-B2E5-A9F5DA34ED47,2,1,,4,11,1,12,13,8,2,25.0,0,2020.0,131,115,39.14313883,-77.192173,02:20:00,Saturday,2023-08-26
MCP24550064,1,-1,9,0,0,4,-1,6,,7AB9A57D-5B59-448F-8C18-39F5E09104E3,0,2,,7,11,2,9,0,19,0,40.0,0,2021.0,117,430,39.07372224,-77.11262995,17:04:00,Sunday,2023-09-10
MCP27710032,1,-1,9,0,0,4,1,-1,,6076ADB5-4B61-478F-BB6D-1004C7AC5C6D,0,1,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",7,11,2,9,13,8,2,45.0,0,2019.0,14,128,39.05961799,-77.08872437,08:02:00,Thursday,2023-12-21
MCP3372001V,2,-1,9,0,0,1,5,6,,7D65825F-4624-4171-8835-F19D982A1311,0,1,,7,11,2,9,13,19,2,35.0,0,2016.0,131,83,39.0724598,-77.06486034,20:24:00,Friday,2023-11-10
DD5635004H,2,-1,9,0,0,1,5,6,,A98A0F43-5950-4F38-9539-F0C4B72990A5,0,1,,12,11,2,9,13,19,0,50.0,0,2019.0,4,134,39.09303852,-77.12264395,17:10:00,Tuesday,2023-11-14
MCP2339008M,2,-1,15,0,0,4,5,6,,CBECDAE6-2B36-499D-B5FB-1DFB80B1DB7A,2,1,,12,11,1,6,13,8,2,35.0,0,2020.0,24,93,39.06104817,-77.11656617,16:18:00,Sunday,2023-08-20
MCP2450004N,2,-1,14,-1,-1,0,6,7,,AB46715B-CD90-45A2-9FC3-1FBEAC88DEC2,2,1,,12,-1,6,15,13,2,1,55.0,0,2014.0,6,33,39.10976417,-77.1865733,20:30:00,Monday,2023-09-18
MCP1550004V,2,-1,16,0,0,4,4,6,,670334F7-3D81-4211-AE97-67FD49B8BE8D,2,1,,7,11,1,4,13,8,0,35.0,0,2022.0,69,285,39.0384635,-77.10874583,13:21:00,Saturday,2023-11-18
HA24510009,2,-1,17,0,-1,5,-1,7,,7BD1A54E-2422-42B4-9507-B551D34011CA,2,1,,6,-1,6,15,-1,8,0,15.0,0,0.0,137,428,39.08825137,-76.92884621,20:15:00,Tuesday,2022-06-14
MCP0936002S,1,-1,7,1,0,4,5,6,,1802A291-306A-4D03-846E-E4A9786ECDEA,0,3,,7,11,1,1,0,8,1,30.0,0,2010.0,27,177,39.02984667,-77.07575833,10:29:00,Saturday,2018-11-24
MCP9386009R,2,-1,9,0,0,4,5,6,,9093AB7E-CB39-4F6B-AE16-68D795A0C9F6,0,1,,7,11,5,9,0,19,0,15.0,0,2003.0,60,430,39.00691667,-76.98077167,09:15:00,Thursday,2023-11-16
MCP241100C3,1,-1,9,0,0,4,1,6,,6D23C97C-39E7-494E-9435-1871EC3D5F23,0,1,,7,11,2,9,13,19,0,30.0,0,2008.0,45,335,39.05658833,-77.10823333,08:24:00,Friday,2023-09-15
MCP3280004C,2,-1,7,7,0,1,5,7,,95BBB749-AEF7-4548-9D62-F71651F6EF62,0,1,,7,11,5,1,13,19,1,40.0,0,2018.0,123,275,39.05252161,-76.95313025,17:50:00,Friday,2023-11-24
DD5630002P,1,-1,16,0,0,4,1,6,,5C65D9C5-AA42-4C32-9275-4630B281AB29,2,1,,5,11,1,12,13,5,1,25.0,0,2011.0,6,402,39.07490026,-77.13407832,15:09:00,Wednesday,2020-01-29
EJ7858008J,2,-1,7,0,0,4,1,6,,2B1C4FAE-49F8-4202-9D02-BFDE9A201101,0,1,,7,11,5,12,18,8,4,25.0,0,2017.0,125,73,39.14165028,-77.22609728,09:25:00,Wednesday,2023-11-29
MCP320000B0,2,-1,16,0,0,4,5,6,,C378143C-3D68-4344-8360-ADE54792D97D,1,1,,12,11,1,6,13,8,1,30.0,0,2012.0,141,170,39.0227235,-77.15003617,11:40:00,Wednesday,2023-11-22
DM8494003N,2,-1,9,0,0,1,5,-1,,6BFBB3AF-0D71-4D32-8BDA-6FD266A65E64,0,1,,7,11,5,9,13,19,1,25.0,0,2023.0,133,430,38.98835533,-76.98748217,23:58:00,Friday,2023-12-08
MCP2016007F,2,-1,16,0,0,4,1,6,,0B157FFD-2986-4C00-81B0-F633DE86C90E,0,1,,7,11,1,6,13,8,2,30.0,0,2011.0,62,374,39.055333,-77.12603217,13:59:00,Friday,2023-11-03
MCP3220004D,1,-1,4,0,0,1,5,6,,4C8B5E74-B0E0-482F-8299-58074EAD9D41,2,1,,5,11,1,12,13,5,2,40.0,0,2019.0,131,228,39.13689883,-77.20546983,17:25:00,Friday,2023-11-17
DM8439003D,1,-1,9,1,0,3,-1,-1,,A2DBF41B-424E-46E8-B437-AA0E045CD975,2,1,,12,11,2,12,13,16,1,35.0,0,2017.0,41,402,38.988775,-76.98817167,06:50:00,Wednesday,2019-08-14
MCP31930052,2,-1,9,0,0,4,1,1,,0886B436-FC00-41C2-A150-635A9B7809A5,2,1,,9,11,1,12,13,8,2,25.0,0,2008.0,74,262,39.06331945,-77.03871963,15:20:00,Sunday,2023-11-19
MCP33290022,2,-1,4,0,0,4,5,6,,A9E7A6C1-FEBA-4AF8-8E7A-0F37E3438EEC,0,1,,7,11,1,12,13,8,1,55.0,0,2023.0,123,464,39.073161,-76.955598,17:02:00,Saturday,2023-10-07
DD56530032,2,-1,3,0,0,2,1,0,,E63B5B1A-A55D-4908-8493-3C5F24FF4583,2,1,,12,11,5,12,13,20,2,10.0,0,2017.0,45,27,39.07214703,-77.12399113,05:29:00,Wednesday,2023-12-13
MCP289200F8,2,-1,9,4,4,1,5,7,,229A976B-0B75-4628-8624-50B9359F2CB1,2,1,"N/A, WET",12,-1,6,12,23,8,4,35.0,0,0.0,137,428,39.01231833,-77.00237667,19:58:00,Saturday,2023-09-23
MCP12130087,1,-1,9,-1,0,4,1,1,,C2FC9793-96CC-429B-8797-58DF4C56A4F5,2,2,,7,11,0,12,13,8,2,45.0,0,2004.0,133,360,39.09706,-77.00274833,18:15:00,Wednesday,2023-09-27
MCP29660015,2,-1,9,0,0,4,1,6,,A836F588-D6E5-4057-BA77-27A89ECC6A77,2,1,,5,11,5,9,13,1,2,25.0,0,2001.0,44,440,39.06511048,-77.0836401,07:48:00,Tuesday,2015-10-20
MCP31230040,1,-1,3,0,0,4,-1,-1,,9F25F468-C43D-4A1B-BDA5-EA9CA72640D8,0,1,,7,11,5,12,13,8,2,35.0,0,2020.0,60,445,39.02870242,-77.20169763,14:49:00,Friday,2022-06-17
MCP25070023,2,-1,9,0,0,4,5,7,,23CB1B17-D3E5-444D-95DC-D0216CB46D81,2,1,,12,11,5,12,14,16,4,35.0,0,2001.0,27,185,39.03457206,-77.12497355,09:00:00,Monday,2023-11-20
MCP3305002D,2,-1,9,0,0,1,1,1,,07EA069D-A38C-4833-AE44-8BC76DA9FEE9,2,1,,12,33,2,12,13,8,2,35.0,0,2011.0,24,402,38.9987967,-76.99879424,00:43:00,Sunday,2023-07-23
MCP31640012,2,-1,15,0,1,4,1,-1,,D0459DA3-5CF0-42E2-9230-9F905770B53F,2,1,"ICY OR SNOW-COVERED, N/A",7,11,5,13,13,8,0,35.0,0,2009.0,44,402,39.05922833,-77.06264167,07:25:00,Friday,2019-01-25
MCP3196003Y,2,-1,15,-1,4,-1,5,-1,,4FA9538C-09FE-4746-A360-5C250BC59E9F,2,1,"N/A, WET",12,11,1,12,13,-1,3,45.0,0,2017.0,83,98,39.19905667,-77.26099167,21:06:00,Friday,2023-11-17
MCP2160001Q,2,-1,17,0,-1,4,-1,7,,426BE24F-8A61-453A-833F-6F674A1C3BD8,2,1,,12,-1,6,15,14,20,3,15.0,0,2015.0,24,321,39.18649167,-77.18768833,15:50:00,Wednesday,2019-11-27
MCP3377000M,2,-1,4,0,0,1,0,-1,,6D7CF624-79A8-4784-B80D-C51A160750C1,2,1,,5,7,1,12,13,5,0,35.0,0,2015.0,19,171,39.0247795,-77.12506717,01:33:00,Sunday,2023-09-17
MCP3193004X,2,-1,16,4,4,4,5,6,,FC42F94A-2797-414E-9B88-3B89D9C099F8,1,1,"SLEET, HAIL, FREEZ. RAIN, WET",5,11,1,2,13,8,1,25.0,0,2010.0,44,31,39.041935,-77.05162167,15:05:00,Friday,2023-11-10
MCP29460060,2,-1,6,0,0,4,1,6,,3B461CFD-916B-45B5-B24A-FCAE09226364,0,1,,7,11,1,10,13,8,4,15.0,0,2011.0,6,0,39.244455,-77.282471,08:28:00,Wednesday,2023-10-25
MCP3009006X,1,-1,16,0,0,4,5,-1,,FC181CDE-9C3C-4B33-8007-D9EEBF5E1C61,0,2,,7,11,1,0,13,0,1,45.0,0,2011.0,96,58,39.192155,-77.24219333,10:35:00,Tuesday,2023-10-31
DM8472002M,2,-1,9,4,4,4,5,-1,,E862E348-6B91-431E-8315-359997E8A689,2,1,"RAIN, SNOW, WET",12,-1,5,12,13,13,4,30.0,0,2018.0,131,329,38.98507615,-77.01902744,12:50:00,Sunday,2023-12-17
MCP28180017,1,-1,12,1,0,4,5,6,,47D756AB-0572-4817-97E1-41A43E4BE273,0,2,,7,11,2,6,0,5,2,35.0,0,2012.0,131,228,39.01806833,-77.04569667,15:38:00,Thursday,2015-08-06
MCP3093004X,1,-1,7,-1,0,4,-1,-1,,6FA77D9E-94CF-4988-8F79-361681A8CA16,0,1,,7,11,5,12,20,16,1,35.0,0,2019.0,1,333,38.99990333,-77.09683167,18:00:00,Tuesday,2023-08-15
MCP3021003V,2,-1,7,-1,-1,1,1,7,,46103966-073F-421B-93CB-578369AC96C4,2,1,,7,11,5,9,0,1,3,0.0,0,2004.0,83,402,38.9914473,-77.02474221,01:00:00,Saturday,2018-12-29
MCP1378016R,2,-1,9,1,0,4,1,6,,B03C46E6-8A7D-4F0D-B443-F8CD589F8C1A,2,1,,7,10,1,12,13,16,0,35.0,0,2015.0,141,215,39.037624,-77.245688,14:57:00,Friday,2023-12-22
MCP3079005D,2,-1,4,0,0,4,5,6,,80755649-E540-40BD-99CD-2483E833EE63,2,1,,7,11,2,12,13,5,0,45.0,0,2018.0,45,57,39.1864575,-77.25337467,12:57:00,Wednesday,2023-08-30
MCP3129008B,2,-1,14,0,0,4,5,7,,11C13DFB-533D-48EC-AECF-5E8AE40E73D5,1,1,,5,11,5,13,13,5,0,35.0,0,2011.0,131,368,39.07314953,-77.11204882,14:00:00,Wednesday,2023-12-20
MCP20160077,2,-1,9,0,0,4,1,-1,,449753B2-F88F-4102-9B83-DF2E26E7A73B,0,1,,7,11,2,9,13,6,4,35.0,0,2020.0,27,91,39.05406483,-77.0955525,12:02:00,Friday,2023-07-21
MCP2641003C,2,-1,15,1,0,4,1,6,,15DE33FC-7BA2-4125-91AC-5C5B98F4F64D,2,1,,1,11,0,6,13,8,2,30.0,0,2007.0,131,328,39.28014833,-77.21182833,13:55:00,Monday,2023-09-18
MCP9379004X,2,-1,9,0,0,4,5,6,,B70F8286-FA25-4FC9-865F-319A281467A1,0,1,,7,11,2,9,13,19,0,40.0,0,2016.0,6,360,39.09528033,-77.11244383,14:40:00,Friday,2023-09-01
MCP31050058,1,-1,16,0,0,1,0,6,,AB356481-911C-452E-A621-6B3D2DDAECF1,0,3,,7,11,1,12,0,17,4,30.0,0,2021.0,27,180,39.181564,-77.27623683,00:36:00,Friday,2023-12-15
MCP3109008K,1,-1,4,0,0,4,1,6,,9AE92A50-5053-4B4E-ACD6-A28DA5745CFC,2,1,,5,11,0,13,13,5,2,40.0,0,2010.0,74,40,39.0216355,-77.011876,08:00:00,Wednesday,2023-10-25
DD5612004L,2,-1,15,0,0,4,5,6,,3CCA4661-036B-446E-AB73-EC8CC5824563,2,1,,12,11,1,6,13,0,4,30.0,0,2019.0,45,230,39.08733477,-77.17645651,16:06:00,Sunday,2023-11-12
MCP3016004M,2,-1,8,4,4,3,5,-1,,E9D28936-21C7-484B-AE09-D973638357F7,2,1,"RAIN, SNOW, WET",7,11,5,1,18,5,2,50.0,0,2017.0,127,313,39.17513,-77.26139667,08:35:00,Tuesday,2023-11-21
MCP1433005L,2,-1,9,1,0,4,5,6,,F80FD7BF-4C02-435F-A7A1-D07921A9FC46,0,1,,7,11,1,9,13,16,1,35.0,0,2013.0,50,162,39.05574635,-77.18028574,16:15:00,Tuesday,2023-12-05
MCP2952002J,2,-1,7,0,-1,4,1,7,,7CE8C67A-3E46-4F38-8947-5D17E6BDE292,2,1,,12,11,5,9,13,1,3,30.0,0,2012.0,62,336,38.98777647,-77.02474415,16:30:00,Tuesday,2016-10-18
MCP26410035,2,-1,9,1,4,4,5,6,,737243FF-F5B2-4E5F-A8C6-1EBDE503C8ED,0,1,,7,11,5,9,16,19,1,40.0,0,2020.0,17,394,39.26226333,-77.221665,07:50:00,Wednesday,2023-07-19
MCP33740016,2,-1,9,0,-1,4,5,6,,2F5D230F-BB42-459B-8CBB-A5EDB98D20CD,2,1,,3,11,5,0,13,0,0,25.0,0,2024.0,6,430,39.04463492,-77.11346917,12:09:00,Tuesday,2023-08-08
MCP3312003W,1,-1,4,4,4,4,5,6,,76C6A31E-D305-4850-90F2-B0EBACD43C31,2,2,,5,11,1,12,13,5,0,40.0,0,2016.0,96,58,39.06263333,-76.96262,10:30:00,Thursday,2023-08-10
MCP3378000N,1,-1,9,0,0,4,1,6,,41C36358-E9F0-442C-B4E4-D9B408163045,2,1,,4,11,1,12,13,8,2,45.0,0,2021.0,133,430,39.10692667,-77.00032167,16:40:00,Wednesday,2023-09-13
MCP285900DW,2,-1,9,0,0,4,1,6,,0579354F-A540-4C21-990D-1C85AB75CD0B,2,1,,12,11,1,12,13,8,1,35.0,0,2015.0,47,207,39.14855367,-77.21750883,09:30:00,Saturday,2023-09-16
DD5625004P,1,-1,4,0,0,1,-1,6,,5C7B7577-1474-4BE6-8E5E-344E99124627,0,1,,7,11,1,12,13,19,2,40.0,0,2012.0,95,31,39.0754788,-77.13714321,18:16:00,Thursday,2021-01-21
MCP2738004X,1,-1,16,4,4,1,0,-1,,7A150BFA-CC48-44C5-BD8E-0D7672C0DA86,2,3,"RAIN, SNOW, WET",5,11,0,12,13,0,1,25.0,0,2018.0,131,83,39.05586483,-76.954143,02:32:00,Saturday,2023-09-09
MCP2933001D,2,-1,9,0,4,1,1,6,,428100FC-53D8-4BFD-9F44-D0CE1E4031E9,2,1,,12,11,2,12,13,16,2,40.0,0,1998.0,45,96,39.017455,-77.12009,18:02:00,Saturday,2016-12-24
MCP3136006K,1,-1,9,0,0,4,5,7,,DC0F4D37-874A-4CC4-93EF-E4ACA8218117,0,2,"N/A, ROAD UNDER CONSTRUCTION/MAINTENANCE",7,11,1,9,13,16,4,35.0,0,2012.0,96,58,38.99417455,-76.99258825,12:17:00,Tuesday,2023-08-08
MCP3330001L,2,-1,9,0,0,4,1,6,,96151EC6-84E3-43C6-A72D-6F3AAD640E47,2,1,,12,11,1,12,13,8,2,25.0,0,2014.0,131,368,39.0409965,-77.05174133,12:53:00,Thursday,2023-11-09
MCP33420014,1,-1,9,4,4,2,1,6,,BA8739D3-7F26-46B4-9231-991E00DA0DDB,0,2,"RAIN, SNOW, WET",7,11,5,9,13,8,1,25.0,0,2013.0,50,162,39.04906367,-77.051853,21:28:00,Thursday,2023-08-03
MCP3291001N,2,-1,13,0,0,4,1,6,,3EDB8224-5E7F-4317-AC71-53413A1FCE2B,2,1,,5,11,3,6,13,6,1,30.0,0,2015.0,133,225,38.99855333,-76.99922833,17:00:00,Saturday,2023-08-26
MCP2952006P,2,-1,7,0,-1,4,-1,7,,E9C641D8-F0E1-46F7-9D21-3C8064E0DABD,2,1,,12,-1,6,9,0,1,3,15.0,0,2016.0,118,197,38.99266333,-77.03230833,08:52:00,Saturday,2018-07-07
MCP3170003Q,1,-1,9,1,0,4,5,6,,D0F91311-1F80-4D29-962F-EAA025D78AF0,2,1,,5,11,3,12,13,5,4,35.0,0,2011.0,131,433,39.17104927,-77.26268328,16:31:00,Monday,2023-12-11
MCP2946005S,2,-1,14,0,-1,4,-1,-1,,E1A81A72-6081-404B-93A0-7C2D4CE1D989,0,1,,7,8,5,6,16,16,0,0.0,0,2019.0,24,93,39.17872987,-77.23765727,07:55:00,Friday,2023-08-11
MCP23510059,1,-1,7,3,1,4,4,6,,7F690E45-5F05-4A82-AA62-A5DDA43B5E88,0,1,"ICY OR SNOW-COVERED, V WIPERS|W OTHER ENVIRONMENTAL",7,6,6,15,13,8,0,30.0,0,2003.0,1,403,39.10672667,-77.12094667,09:36:00,Tuesday,2023-12-12
MCP2412001H,2,-1,15,-1,-1,7,6,6,,246C6A1E-AFCE-495B-890A-2C8D40CAC962,2,1,,12,11,2,14,16,20,3,0.0,0,2019.0,24,93,39.0661323,-77.15924892,14:24:00,Tuesday,2021-02-09
EJ7898000X,1,-1,16,0,-1,4,-1,6,,6642B052-4440-4068-81B7-6E2695E3E490,0,1,,7,11,5,13,13,11,-1,15.0,1,2023.0,14,430,39.1417929,-77.22304212,11:27:00,Saturday,2023-08-26
MCP2286005R,2,-1,9,0,0,1,5,6,,E7D48658-5ACF-4480-AEC8-547540CF63A0,2,1,,7,6,5,12,13,16,1,40.0,0,2019.0,131,83,39.00254897,-77.09710355,16:50:00,Tuesday,2023-12-19
MCP32010056,1,-1,9,1,4,1,5,6,,3264B71F-3D94-46DF-9A95-3F883B5F0EB1,2,3,"ICY OR SNOW-COVERED, RAIN, SNOW, WET",5,11,0,9,13,6,4,40.0,0,2017.0,47,31,39.2015495,-77.2544,06:30:00,Monday,2023-12-11
