Report Number,ACRS Report Type,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,time,day of the week,date
DD5529001Z,2,-1,7,0,-1,4,1,6,2,1,,7,3,5,6,18,9,3,10.0,0,2009.0,98,414,39.0822445,-77.14401633,09:30:00,Monday,2017-02-27
MCP2948000T,2,-1,9,0,0,-1,8,-1,0,1,,7,26,5,9,11,18,1,40.0,0,2013.0,28,119,39.05486333,-77.07384833,16:23:00,Tuesday,2016-03-15
MCP9113002P,1,2,7,1,0,4,5,6,2,1,,7,12,5,12,11,7,2,30.0,0,2009.0,99,372,39.06949,-77.10465667,11:58:00,Thursday,2017-07-06
MCP20720062,2,-1,9,4,7,4,1,6,0,1,"SLEET, HAIL, FREEZ. RAIN, WET",7,12,0,9,11,17,1,40.0,0,2015.0,99,37,39.260725,-77.22283333,07:43:00,Tuesday,2022-11-01
MCP3107000B,2,-1,9,0,0,4,-1,-1,2,1,,5,31,5,12,11,17,0,40.0,0,1998.0,46,37,39.08096,-77.13721,13:40:00,Wednesday,2018-02-21
MCP2846007T,2,-1,14,0,0,4,1,8,2,1,,12,-1,6,15,-1,9,1,25.0,0,0.0,146,452,39.03451333,-77.0487,15:12:00,Tuesday,2022-03-29
MCP28750048,2,-1,9,0,0,1,-1,1,2,1,,12,12,5,12,11,17,1,40.0,0,2013.0,24,109,39.17690298,-77.26999941,00:55:00,Saturday,2020-10-24
MCP29640039,2,-1,16,0,0,4,4,6,2,1,,5,12,1,3,11,0,2,40.0,0,2013.0,125,307,39.21538833,-77.356645,15:49:00,Saturday,2019-02-09
MCP28000024,2,-1,9,0,0,4,1,6,0,1,,7,12,2,9,11,20,0,35.0,0,2003.0,80,421,39.053712,-77.099299,15:50:00,Tuesday,2015-06-09
EJ7879003H,2,-1,7,0,-1,1,1,6,0,1,,7,12,5,6,11,9,1,5.0,0,2020.0,94,453,39.16275193,-77.22474812,22:30:00,Sunday,2023-09-03
MCP27910029,2,-1,9,0,0,4,5,6,2,1,,5,12,1,12,11,17,2,55.0,0,1999.0,46,9,39.07485667,-76.95482333,17:31:00,Thursday,2016-05-19
MCP2565002B,1,-1,4,4,7,1,5,6,0,3,"RAIN, SNOW, WET",7,12,1,12,11,9,0,35.0,0,1993.0,45,53,39.044805,-77.10733333,18:56:00,Monday,2015-11-30
MCP2765004N,2,-1,12,0,0,4,4,8,0,1,,7,22,2,1,11,6,4,30.0,0,2014.0,10,394,39.09761157,-77.19583154,17:00:00,Friday,2018-07-20
MCP2617002T,1,-1,9,0,7,4,1,6,0,1,"N/A, WET",7,12,2,9,11,17,2,35.0,0,2009.0,140,464,39.000435,-77.07710667,11:47:00,Tuesday,2016-12-27
MCP2782002V,1,-1,16,-1,0,5,1,6,0,3,,7,12,1,12,11,17,2,45.0,0,2009.0,55,52,39.07836333,-77.072189,17:15:00,Tuesday,2019-01-08
MCP32460015,2,-1,15,0,0,2,-1,6,2,1,,9,12,1,12,12,0,2,40.0,0,2016.0,28,193,39.20821617,-77.03728233,01:34:00,Sunday,2021-11-14
MCP2966004Y,2,-1,4,0,0,1,-1,6,0,1,,7,12,2,12,11,0,4,35.0,0,2016.0,15,94,39.06546333,-77.06361333,20:20:00,Sunday,2018-10-07
MCP3021000H,2,-1,9,0,0,4,1,8,2,1,,12,-1,6,9,11,2,2,35.0,0,2012.0,140,96,38.99973612,-77.03225166,17:00:00,Saturday,2017-04-15
MCP30600028,1,-1,3,6,4,4,1,-1,2,1,"ICY OR SNOW-COVERED, RAIN, SNOW",7,12,2,12,18,17,0,35.0,0,2006.0,98,82,38.98697833,-77.08423667,08:48:00,Wednesday,2019-02-20
MCP26560012,2,-1,7,-1,0,1,-1,6,2,1,,5,12,1,6,11,9,2,50.0,0,2004.0,39,403,39.07586833,-76.954225,17:57:00,Monday,2015-12-21
MCP2638000R,2,-1,15,0,0,4,1,6,2,1,,7,12,1,12,11,9,4,40.0,0,2003.0,28,412,39.05768667,-77.077815,17:50:00,Thursday,2015-07-23
MCP13340064,2,-1,14,-1,-1,4,-1,6,0,1,,7,12,5,13,8,20,2,10.0,0,2001.0,61,421,39.12382833,-77.20331,08:02:00,Thursday,2018-01-25
MCP9404002S,2,-1,9,0,0,4,-1,-1,0,1,,7,12,1,9,10,17,2,45.0,0,2004.0,23,421,39.15521,-77.16786167,09:30:00,Monday,2020-06-29
MCP23530078,2,-1,15,1,-1,4,1,6,2,1,,12,12,5,6,18,18,3,5.0,0,2013.0,98,82,38.95744333,-77.08343167,13:24:00,Tuesday,2019-06-25
MCP20940085,1,-1,9,4,7,4,5,6,0,2,"N/A, WET",7,12,3,9,16,20,2,40.0,0,2006.0,134,82,39.02319,-77.12306,09:25:00,Tuesday,2017-03-28
MCP0936001K,2,-1,9,1,7,4,1,6,0,1,,7,12,2,9,11,9,2,35.0,0,2013.0,39,376,39.02716875,-77.07741737,09:02:00,Saturday,2016-05-07
MCP2674001Z,2,-1,9,0,0,4,-1,6,2,1,,7,12,5,12,11,17,1,40.0,0,2017.0,11,37,39.17647033,-77.24503267,17:45:00,Saturday,2020-10-17
MCP2362000V,1,-1,9,0,0,4,-1,8,2,1,,12,12,6,12,11,9,1,35.0,0,2007.0,140,32,39.03238,-77.00346667,11:33:00,Monday,2015-12-21
MCP31600034,2,-1,16,4,7,4,5,6,2,1,"N/A, WET",7,12,1,13,11,9,0,35.0,0,2012.0,140,320,39.03849167,-77.07566,18:00:00,Wednesday,2021-08-11
MCP20770024,1,-1,9,0,0,4,-1,6,2,1,,7,12,5,12,11,17,4,40.0,0,2013.0,140,128,39.09133167,-77.06726833,12:30:00,Saturday,2017-12-16
MCP2329002S,2,-1,12,0,0,4,1,-1,2,1,,12,12,1,12,11,9,4,35.0,0,2019.0,45,37,39.15688667,-77.22442,13:45:00,Friday,2023-12-22
MCP9118002Z,2,-1,16,0,0,1,0,8,2,1,,12,-1,1,12,11,7,2,35.0,0,2003.0,46,53,39.058145,-77.04857667,04:07:00,Sunday,2021-12-12
MCP3004003T,2,-1,14,7,5,7,-1,8,2,1,,12,-1,6,15,20,21,2,35.0,0,2000.0,28,451,38.99291164,-77.03640119,00:00:00,Wednesday,2020-10-28
MCP3187000D,2,-1,14,0,-1,4,1,-1,2,1,,5,-1,5,9,11,19,4,15.0,0,2000.0,146,37,39.07540929,-77.00250994,15:45:00,Wednesday,2019-04-03
MCP29360032,2,-1,16,0,0,4,1,6,2,1,,4,12,1,1,11,9,1,15.0,0,2013.0,67,480,39.04337,-77.11329,15:50:00,Thursday,2019-02-21
MCP3014002X,1,-1,9,0,0,1,5,6,2,1,,5,12,1,12,11,17,4,35.0,0,2012.0,45,37,39.1092445,-77.07955633,22:49:00,Saturday,2021-02-06
MCP2730003H,2,-1,9,0,0,4,1,-1,0,1,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",7,3,5,9,18,17,2,25.0,0,2013.0,33,436,39.16991542,-77.24956756,09:00:00,Wednesday,2023-11-29
MCP12130065,2,-1,9,0,-1,4,-1,8,2,1,,12,26,5,12,0,17,2,5.0,0,2002.0,77,350,39.07525752,-77.00318207,15:20:00,Saturday,2021-12-11
MCP9365000Y,2,-1,9,0,0,4,-1,6,0,1,,7,12,2,9,0,20,1,55.0,0,2016.0,140,338,39.10310676,-76.93365097,09:42:00,Wednesday,2018-02-21
MCP1221000X,1,-1,9,0,0,4,5,6,2,1,,7,12,2,12,11,17,0,35.0,0,2006.0,140,338,39.14272,-77.22172,07:37:00,Wednesday,2015-02-11
MCP26410035,2,-1,9,1,7,4,5,6,0,1,,7,12,5,9,14,20,1,40.0,0,2020.0,15,409,39.26226333,-77.221665,07:50:00,Wednesday,2023-07-19
MCP2689009Y,1,-1,9,1,0,4,1,8,2,1,,12,-1,6,12,11,21,4,35.0,0,2015.0,6,15,39.04114067,-77.16454333,08:20:00,Tuesday,2023-10-10
MCP242500DP,2,-1,7,0,0,4,-1,6,2,1,,12,12,2,9,11,1,2,0.0,0,2013.0,155,252,38.99110667,-77.01491333,09:16:00,Thursday,2019-02-14
MCP2904001L,2,-1,3,0,0,1,1,6,0,1,,7,12,1,12,11,9,0,0.0,0,2003.0,140,128,39.00005667,-76.99311667,20:00:00,Saturday,2015-12-12
EJ7870000N,2,-1,9,0,0,2,1,6,2,1,,4,12,1,12,11,2,4,35.0,0,2014.0,140,128,39.14953,-77.21573167,20:40:00,Saturday,2018-08-04
MCP32750015,2,-1,7,0,-1,4,1,8,2,1,,12,-1,6,15,11,9,0,15.0,0,2018.0,46,132,39.05613833,-76.96469,16:32:00,Tuesday,2022-08-16
DM84720023,2,-1,9,0,0,4,5,6,0,1,,5,12,5,12,9,0,1,35.0,0,2009.0,36,264,38.98327852,-76.9882945,09:48:00,Saturday,2023-01-14
MCP30260071,2,-1,14,0,0,4,1,6,0,1,,7,26,5,8,18,20,1,35.0,0,2016.0,143,82,38.98104333,-77.07705,12:50:00,Wednesday,2021-10-13
MCP28630023,1,-1,9,0,0,5,5,6,0,2,,7,12,1,9,11,17,2,40.0,0,2009.0,86,370,39.13343833,-77.12198167,19:40:00,Sunday,2018-03-11
MCP2978001S,2,-1,9,4,7,4,-1,6,0,1,"RAIN, SNOW, WET",7,26,2,9,11,17,4,40.0,0,2016.0,140,338,39.10718833,-77.298065,16:09:00,Monday,2017-04-24
MCP3121003R,1,2,16,0,-1,4,1,6,2,1,,12,12,5,12,0,9,1,15.0,0,2004.0,100,66,39.15826071,-77.20168765,16:15:00,Sunday,2020-11-08
MCP229800WT,2,-1,9,0,0,4,1,6,2,1,,5,12,2,12,11,18,1,45.0,0,2003.0,153,356,39.20069759,-77.24514597,17:10:00,Monday,2021-04-19
MCP2866004S,1,-1,3,0,0,4,5,6,0,3,,7,12,1,12,11,9,2,25.0,0,2014.0,6,15,38.985035,-77.09107333,16:20:00,Tuesday,2018-06-26
DD55220034,2,-1,14,1,7,1,1,6,2,1,,7,12,1,12,11,9,0,25.0,0,2016.0,86,88,39.11073833,-77.181155,04:37:00,Saturday,2017-05-06
EJ7839001Y,2,-1,0,0,0,4,-1,6,0,1,,7,12,1,1,11,9,4,25.0,0,2010.0,100,347,39.13873333,-77.17977,15:24:00,Tuesday,2017-03-28
DM8439002V,1,-1,16,0,0,4,4,-1,0,1,,7,12,2,12,11,9,0,25.0,0,2007.0,46,54,38.98166333,-77.003055,09:17:00,Thursday,2019-06-06
MCP2620001Q,2,-1,9,1,0,4,1,6,0,1,,7,12,2,9,11,17,0,35.0,0,2006.0,140,128,39.09330667,-77.07514,17:30:00,Friday,2019-02-22
EJ7854002Q,1,2,7,-1,-1,4,1,-1,2,1,,7,12,3,15,11,0,3,5.0,0,2012.0,53,381,39.15531,-77.21383667,12:27:00,Saturday,2018-12-22
MCP33500023,1,2,7,1,0,4,5,8,2,1,,12,-1,6,12,-1,7,2,25.0,0,0.0,146,452,39.04513667,-77.109205,13:10:00,Wednesday,2023-11-22
MCP2845007Z,2,-1,3,0,0,4,5,6,2,1,,7,12,1,12,0,7,2,40.0,0,2012.0,100,292,39.026163,-77.01123517,11:33:00,Thursday,2021-11-18
MCP24370045,2,-1,7,0,-1,5,1,6,2,1,,5,12,5,9,11,1,3,0.0,0,2019.0,140,338,39.05247833,-76.97407,16:30:00,Sunday,2020-12-06
MCP9369000W,2,-1,15,0,0,1,1,6,2,1,,7,12,1,1,11,9,0,35.0,0,2013.0,8,32,39.127305,-77.172565,04:35:00,Saturday,2017-10-07
MCP28480091,2,-1,9,0,1,3,1,6,2,1,,12,3,1,3,11,9,1,35.0,0,2005.0,154,476,38.999005,-77.07695833,06:32:00,Thursday,2020-01-02
MCP243600GT,2,-1,1,0,0,4,4,6,2,1,,12,31,5,6,11,6,0,30.0,0,2007.0,46,114,38.99532338,-76.99247325,12:30:00,Sunday,2023-06-25
MCP32450010,1,-1,4,4,7,5,0,6,0,3,"RAIN, SNOW, WET",7,12,1,1,11,9,1,45.0,0,2020.0,6,368,39.1675925,-77.15505317,17:15:00,Monday,2021-01-25
MCP1170001F,1,-1,16,4,7,4,5,6,0,1,"RAIN, SNOW, WET",7,12,1,12,10,9,0,50.0,0,2003.0,28,185,39.065965,-77.159755,14:45:00,Friday,2016-05-06
MCP24200019,1,-1,16,-1,-1,1,4,6,2,1,,7,12,2,12,11,18,2,30.0,0,2002.0,46,37,39.148555,-77.06626667,20:08:00,Thursday,2016-01-21
MCP9406000D,2,-1,15,1,7,4,1,6,2,1,"ICY OR SNOW-COVERED, N/A, WET",12,12,0,12,11,9,4,35.0,0,2004.0,100,25,39.09053667,-77.05072833,14:44:00,Wednesday,2015-01-07
MCP291700BP,1,-1,15,0,1,4,1,6,1,2,"ICY OR SNOW-COVERED, N/A",7,12,0,12,12,9,1,35.0,0,2006.0,15,6,39.07241,-77.07759167,07:24:00,Monday,2023-02-13
DD5620006Q,2,-1,15,0,-1,4,-1,6,2,1,,7,12,1,12,11,0,4,15.0,0,2008.0,28,211,39.08966922,-77.17681406,13:25:00,Thursday,2021-05-20
EJ7851001N,2,-1,16,1,7,4,5,6,0,1,,7,12,2,8,13,0,1,40.0,0,2003.0,120,421,39.15260859,-77.21189126,09:19:00,Friday,2016-09-30
MCP2952000G,1,-1,12,0,0,4,1,6,0,1,,7,12,2,6,11,9,4,40.0,0,2001.0,24,232,39.02073097,-77.01343998,17:58:00,Friday,2015-05-22
MCP242500GQ,2,-1,14,4,7,4,1,6,1,1,"RAIN, SNOW, WET",7,12,5,1,11,7,2,30.0,0,2018.0,100,61,38.99718167,-77.00514667,16:50:00,Wednesday,2021-03-31
MCP3362001Y,2,-1,15,0,-1,3,1,6,2,1,"N/A, ROAD UNDER CONSTRUCTION/MAINTENANCE",7,12,5,6,16,9,4,25.0,0,2012.0,134,82,38.99997868,-77.01668572,08:20:00,Thursday,2023-09-28
DM8499001T,1,2,7,0,0,4,5,6,2,1,,9,12,5,12,11,17,4,30.0,0,2019.0,100,311,38.98590513,-76.98808884,13:18:00,Tuesday,2023-06-20
MCP3137000P,2,-1,9,1,-1,1,-1,-1,0,1,,7,12,5,9,14,12,-1,0.0,1,2014.0,28,185,39.04618116,-76.99592462,20:00:00,Friday,2019-02-01
MCP2291006P,2,-1,9,0,-1,4,1,6,2,1,,8,26,1,12,11,17,0,30.0,0,2001.0,140,128,39.00080883,-77.177639,15:41:00,Monday,2023-03-13
DD5634002M,2,-1,7,0,0,4,1,-1,2,1,,12,12,5,12,11,9,0,25.0,0,2013.0,11,421,39.08224833,-77.12896333,13:20:00,Tuesday,2020-01-21
MCP30730049,1,2,7,-1,7,4,5,6,2,1,,12,12,3,12,11,0,0,45.0,0,1998.0,140,374,39.07645167,-77.08045167,17:30:00,Sunday,2019-10-20
MCP3130005M,1,-1,16,0,0,-1,5,6,2,1,,9,12,5,3,11,9,0,45.0,0,2015.0,52,52,39.0638245,-77.094635,08:07:00,Wednesday,2022-11-16
MCP3249004T,2,-1,9,4,7,2,5,6,2,1,"RAIN, SNOW, WET",7,12,1,12,11,17,1,55.0,0,2003.0,99,368,39.09228167,-76.94054167,18:47:00,Monday,2023-02-27
MCP31960019,2,-1,14,0,0,4,1,8,2,1,,10,-1,2,13,11,9,2,35.0,0,2007.0,100,421,39.18163634,-77.27590572,16:54:00,Saturday,2020-09-05
MCP3089003Q,2,-1,7,0,0,1,-1,-1,2,1,,5,12,2,1,2,9,2,15.0,0,2018.0,30,395,38.99858167,-77.00260333,20:15:00,Friday,2023-04-21
MCP9406000R,2,-1,4,1,0,4,1,6,0,1,,7,26,1,12,11,9,1,25.0,0,2016.0,140,366,39.048335,-77.088455,17:50:00,Thursday,2016-05-05
MCP23110022,1,-1,6,4,7,4,-1,-1,2,1,"RAIN, SNOW, WET",7,12,1,12,11,0,2,65.0,0,1998.0,100,311,39.16030167,-77.16206333,17:42:00,Thursday,2016-04-07
MCP137800BR,1,0,16,0,0,4,4,6,2,1,,7,12,5,12,11,0,2,25.0,0,2009.0,58,218,39.10734025,-77.20289916,10:40:00,Friday,2016-08-19
MCP3130005S,2,-1,7,0,0,4,1,6,2,1,,5,12,5,8,11,1,1,25.0,0,2014.0,45,314,39.07202867,-77.068206,07:58:00,Tuesday,2022-12-20
MCP3111003J,2,-1,4,4,7,4,5,6,0,1,"N/A, RAIN, SNOW",7,12,2,12,11,9,0,25.0,0,2014.0,140,96,38.99078998,-77.09658685,14:43:00,Sunday,2021-05-16
DD5638000C,1,-1,9,0,0,4,1,6,0,3,,7,12,3,9,11,17,0,30.0,0,2004.0,100,372,39.08512333,-77.164405,08:45:00,Tuesday,2019-07-09
EJ78730080,2,-1,7,0,-1,4,1,8,2,1,,12,-1,5,9,0,19,0,0.0,0,2014.0,55,449,39.14415239,-77.21973255,16:03:00,Thursday,2023-08-31
MCP11130042,2,-1,1,0,0,4,4,6,0,1,"BACKUP DUE TO REGULAR CONGESTION, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",7,12,2,8,14,9,1,40.0,0,2014.0,24,110,39.264025,-77.20437333,07:38:00,Tuesday,2022-03-01
MCP23630018,1,-1,16,0,0,4,5,8,2,4,,12,12,0,12,11,9,1,45.0,0,2014.0,45,114,39.06820508,-77.06107736,15:37:00,Tuesday,2018-02-20
EJ7876000X,1,-1,3,4,7,4,1,6,0,3,"N/A, WET",7,12,1,12,11,9,1,35.0,0,2019.0,124,206,39.15811667,-77.23968667,15:40:00,Thursday,2019-07-11
MCP21980089,1,-1,9,0,0,1,5,-1,0,1,,7,12,5,9,11,20,4,45.0,0,2015.0,71,370,39.11040879,-77.21724894,20:33:00,Sunday,2020-10-18
MCP2039007K,2,-1,14,1,-1,4,-1,6,2,1,,5,12,2,11,14,7,3,5.0,0,2010.0,28,138,39.06604833,-77.04818833,09:15:00,Friday,2022-05-27
MCP1119006M,2,-1,9,6,4,4,-1,6,2,1,"ICY OR SNOW-COVERED, RAIN, SNOW",7,12,2,12,11,17,0,30.0,0,2006.0,84,45,39.06005,-77.04658667,09:13:00,Friday,2019-02-01
MCP28450036,2,-1,14,0,0,4,1,6,0,1,,5,1,5,1,6,2,1,40.0,0,2011.0,21,102,39.019135,-77.01356833,11:00:00,Saturday,2017-09-16
DM83880017,2,-1,9,-1,0,4,1,6,2,1,,7,12,2,12,11,9,4,25.0,0,2000.0,99,61,38.98660062,-77.02131093,10:02:00,Tuesday,2016-12-13
MCP28120047,2,-1,7,0,5,4,6,-1,2,1,,12,-1,6,9,11,21,3,30.0,0,2018.0,140,96,39.0310011,-77.07522409,08:49:00,Tuesday,2018-10-30
MCP3178001Q,2,-1,9,1,0,3,1,6,2,1,,5,31,5,6,12,2,1,45.0,0,2004.0,28,193,39.09459667,-77.00147,07:30:00,Friday,2020-03-06
MCP3199005D,2,-1,16,0,0,0,1,6,2,1,,12,12,2,12,0,9,4,25.0,0,2015.0,142,36,39.09925945,-77.04772145,03:30:00,Sunday,2023-07-23
EJ78700012,2,-1,2,4,7,5,5,6,2,1,"RAIN, SNOW, WET",5,12,2,0,11,15,4,40.0,0,2013.0,46,141,39.128738,-77.23773783,16:44:00,Saturday,2019-01-19
MCP1366008K,2,-1,16,1,7,4,4,6,2,1,,5,12,0,13,11,0,4,25.0,0,2014.0,55,381,39.11645,-77.16992,11:08:00,Thursday,2019-01-17
MCP01130012,1,-1,16,0,0,4,4,6,0,2,,7,12,1,1,11,18,2,25.0,0,2012.0,46,114,39.017855,-77.08971833,08:58:00,Wednesday,2016-11-23
MCP11740016,2,-1,9,4,7,4,1,6,2,1,"RAIN, SNOW, WET",7,26,1,12,11,17,2,35.0,0,2008.0,140,380,38.99091199,-77.07715988,12:22:00,Wednesday,2015-12-23
MCP2739003G,2,-1,9,0,7,1,5,6,0,1,,7,12,5,9,11,20,2,35.0,0,2004.0,46,302,39.01897333,-77.00866833,00:04:00,Saturday,2020-05-09
MCP2717009S,2,-1,4,0,0,1,5,6,0,1,,12,12,1,1,11,0,2,25.0,0,2014.0,140,128,38.976904,-77.09092883,19:05:00,Thursday,2017-02-23
MCP3010006D,1,0,16,0,0,4,5,-1,2,1,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",5,12,5,1,0,7,2,40.0,0,2002.0,16,409,39.04192477,-77.11052965,08:19:00,Thursday,2021-12-02
EJ7866001C,2,-1,7,-1,-1,4,1,6,0,1,,7,12,5,9,11,12,-1,0.0,1,2014.0,141,9,39.14111333,-77.18459167,12:11:00,Saturday,2017-05-06
MCP1079000C,2,-1,9,0,0,4,-1,8,2,1,,12,-1,5,12,11,17,4,40.0,0,2107.0,90,83,38.99273917,-76.99135952,17:15:00,Sunday,2021-09-12
MCP2893003R,2,-1,9,4,7,4,1,6,2,1,"RAIN, SNOW, WET",7,12,1,6,11,17,1,40.0,0,2012.0,45,9,39.31316667,-77.19809333,16:55:00,Tuesday,2018-04-03
MCP27890028,2,-1,4,0,0,4,5,-1,2,1,,7,12,0,3,11,6,1,35.0,0,2003.0,100,32,38.99362667,-77.03239667,16:28:00,Friday,2016-02-05
DD5651000F,2,-1,9,0,0,4,5,6,0,1,,7,12,2,9,11,20,4,25.0,0,2012.0,88,84,39.07462872,-77.13527579,17:50:00,Monday,2021-08-02
DD5636002N,2,-1,7,0,-1,4,1,6,2,1,,7,12,5,10,11,1,1,15.0,0,2020.0,28,192,39.08392191,-77.15316861,17:15:00,Wednesday,2020-07-08
MCP25920014,2,-1,6,0,0,4,-1,6,0,1,,7,12,1,4,11,9,1,30.0,0,2013.0,100,347,39.18938667,-77.218605,08:40:00,Tuesday,2019-04-09
MCP9386004K,2,-1,6,0,0,4,1,-1,2,1,,12,26,2,11,1,14,4,15.0,0,2007.0,29,64,38.99446667,-77.16429833,10:04:00,Saturday,2017-04-08
MCP26800037,2,-1,9,0,0,4,5,1,2,1,,7,21,2,12,0,17,2,35.0,0,2010.0,125,307,38.99772397,-77.03003017,19:00:00,Saturday,2019-06-01
MCP1433000B,1,-1,9,0,0,4,1,6,2,1,,5,12,5,12,13,17,2,40.0,0,2008.0,24,110,39.067185,-77.128509,18:10:00,Thursday,2015-07-23
MCP2526000M,2,-1,16,1,7,4,4,-1,0,1,"N/A, WET",7,12,1,9,11,9,0,30.0,0,2015.0,140,96,39.12835931,-77.34678492,16:08:00,Monday,2015-12-14
MCP2991002B,1,-1,9,4,7,4,5,6,2,1,"RAIN, SNOW, WET",7,12,2,12,11,9,1,40.0,0,2006.0,99,421,39.07753,-77.00152833,09:35:00,Friday,2018-01-12
MCP24360054,1,-1,16,2,7,4,5,6,2,2,,12,12,1,6,11,6,1,35.0,0,2012.0,28,198,39.00630417,-76.99745283,08:34:00,Wednesday,2018-04-25
MCP26560041,2,-1,9,-1,0,4,5,-1,2,1,,5,12,2,12,11,17,0,35.0,0,2006.0,55,172,39.06214667,-76.96138333,16:50:00,Friday,2019-05-17
MCP242500F8,2,-1,14,0,0,4,1,6,1,1,,12,12,5,1,21,2,2,30.0,0,2014.0,28,458,39.02122167,-77.012275,09:44:00,Monday,2019-08-19
MCP2892002W,1,-1,16,0,0,1,5,6,2,2,,7,12,1,12,13,9,1,35.0,0,2013.0,46,37,39.00529833,-77.02292833,20:57:00,Thursday,2017-08-31
MCP2940004W,1,0,7,0,0,4,1,6,2,1,,12,12,2,12,11,6,0,35.0,0,2013.0,28,204,38.9821385,-77.22582,10:50:00,Sunday,2020-07-19
MCP2837001L,2,-1,16,4,7,1,5,6,2,1,"RAIN, SNOW, WET",7,12,1,12,11,7,2,40.0,0,2004.0,140,320,39.06144667,-77.11635667,19:28:00,Tuesday,2017-08-29
MCP1174002G,2,-1,4,0,0,4,1,6,0,1,,7,3,2,12,11,9,0,25.0,0,2014.0,140,317,38.984725,-77.09726,09:32:00,Friday,2017-09-15
MCP9366001K,1,-1,15,0,0,1,-1,6,2,2,,4,12,1,12,11,9,1,35.0,0,2015.0,140,96,39.14894333,-77.01222667,02:15:00,Sunday,2022-07-17
MCP2610002N,2,-1,16,0,0,4,5,6,2,1,,4,12,1,3,11,9,1,40.0,0,2013.0,46,114,39.10540267,-77.1967845,19:14:00,Tuesday,2023-03-21
MCP2450004W,2,-1,12,-1,0,4,1,6,2,1,,7,12,5,8,2,6,0,40.0,0,2021.0,28,108,39.09817833,-77.20877,16:00:00,Wednesday,2023-11-22
MCP2756004W,2,-1,2,0,0,1,5,8,2,1,,12,-1,6,12,11,15,0,35.0,0,2020.0,71,208,39.036795,-77.05108,18:59:00,Monday,2023-02-13
EJ7881000Z,2,-1,16,0,-1,1,1,6,0,1,,7,12,5,12,11,9,0,35.0,0,2014.0,45,421,39.14050668,-77.21427462,21:05:00,Thursday,2021-03-11
MCP2875005H,1,-1,15,0,0,2,1,6,2,2,,12,12,0,6,0,9,2,25.0,0,2009.0,46,314,39.28409333,-77.16191333,18:56:00,Sunday,2022-02-20
MCP2941000M,2,-1,2,0,0,1,5,0,2,1,,5,12,5,1,11,0,1,35.0,0,1994.0,8,398,39.00860501,-77.0402205,21:43:00,Tuesday,2015-07-07
MCP295200D7,2,-1,15,0,-1,4,2,6,2,1,,7,12,2,12,11,11,3,15.0,0,2019.0,140,96,38.99721667,-77.0269,14:32:00,Friday,2022-12-02
MCP2633003L,1,-1,1,0,0,1,5,6,2,2,,12,20,1,1,11,6,4,30.0,0,2015.0,55,381,38.97668667,-77.0773,21:14:00,Sunday,2023-11-12
MCP2805001Z,1,-1,15,0,-1,-1,1,6,2,2,,7,12,5,12,21,0,2,25.0,0,2008.0,24,101,39.16716167,-77.19448833,16:28:00,Friday,2016-08-26
MCP1400000N,1,-1,16,4,7,1,5,1,2,2,,7,12,1,12,11,9,4,30.0,0,2011.0,10,34,39.15331473,-77.06694201,23:36:00,Tuesday,2017-04-25
DM84230018,2,-1,12,1,0,4,1,6,2,1,,5,12,1,12,0,19,4,15.0,0,2005.0,100,330,38.97734333,-76.99128,18:30:00,Sunday,2017-04-23
MCP2707002Y,1,-1,4,0,0,4,5,6,0,3,,7,12,1,12,11,6,0,30.0,0,2022.0,45,114,39.11402167,-77.209905,14:30:00,Thursday,2023-06-15
MCP1151005Y,1,-1,6,0,0,4,-1,6,0,3,,7,12,1,1,12,17,4,50.0,0,2008.0,28,193,39.18282333,-77.11006333,07:40:00,Thursday,2017-03-02
MCP3048001J,2,-1,7,0,0,4,1,6,2,1,,5,26,2,8,11,1,2,15.0,0,2017.0,140,31,38.96334333,-77.09052,11:30:00,Wednesday,2017-08-30
MCP2687002R,2,-1,12,0,0,4,5,6,2,1,,5,12,5,1,11,0,2,25.0,0,2010.0,140,128,38.98609833,-77.09682833,16:52:00,Thursday,2018-02-01
HA2413000G,2,-1,15,4,7,2,1,-1,2,1,"RAIN, SNOW, WET",7,-1,5,12,11,21,1,25.0,0,2007.0,139,93,39.00969713,-77.0860219,21:51:00,Wednesday,2016-12-07
DM8386000J,1,-1,4,0,0,4,5,6,0,1,,7,12,1,12,11,9,1,35.0,0,2009.0,45,467,38.98133833,-76.988665,17:29:00,Friday,2016-09-23
MCP2934001C,1,-1,16,0,7,4,5,6,2,1,,5,12,1,12,11,9,0,40.0,0,2004.0,15,67,38.99248167,-77.16162833,08:37:00,Tuesday,2016-02-02
MCP32590011,2,-1,4,1,5,5,1,8,2,1,,9,-1,2,15,6,6,1,40.0,0,2018.0,64,421,39.1402484,-77.3061929,16:51:00,Monday,2020-12-14
